fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
07/11/2020,https://medium.com/@lauren-cun,4 min read,Understanding Context in JS,Know what you’re working with and how to define it,54,0 responses,https://medium.com/swlh/understanding-context-in-js-eceb5ef1fa75?source=collection_archive---------17-----------------------
07/11/2020,https://medium.com/@nair-sethuraj,9 min read,Personal Data Protection: The Killer Paranoia,How real is the sense of privacy and is it worth it in…,131,3 responses,https://medium.com/swlh/personal-data-protection-the-killer-paranoia-3b0b871a6e98?source=collection_archive---------18-----------------------
07/11/2020,https://medium.com/@priya-088,9 min read,The One With IPL Fever: IPL Insights,Exploratory Data Analysis on IPL data from 2008–2019,149,3 responses,https://medium.com/swlh/the-one-with-ipl-fever-ipl-insights-7f8d1f530b4b?source=collection_archive---------19-----------------------
07/11/2020,https://medium.com/@vishalmishra2k20,7 min read,Deep Learning — All Optimizers Explained,Different Types of Optimizers in Deep Learning,104,0 responses,https://medium.com/swlh/deep-learning-all-optimizers-explained-b9f54e8e1150?source=collection_archive---------20-----------------------
07/11/2020,https://medium.com/@okezuebell,8 min read,The Physical Side of Quantum,Breaking down hard topics,161,0 responses,https://medium.com/swlh/the-physical-side-of-quantum-e69b5c5c30ae?source=collection_archive---------21-----------------------
07/11/2020,https://medium.com/@jomariepolanco,6 min read,Pseudocode for Pseudo-Success,-,211,0 responses,https://medium.com/swlh/pseudocode-for-pseudo-success-ea48bdf21cc8?source=collection_archive---------22-----------------------
07/11/2020,https://medium.com/@khushalthepane2000,5 min read,Getting Started With React Context API(Functional Component),-,312,1 response,https://medium.com/swlh/getting-started-with-react-context-api-11e6bbc0d991?source=collection_archive---------23-----------------------
07/11/2020,https://medium.com/@nicolas-7119,7 min read,Deploying Fully Functional Gitea on Google Kubernetes Engine (GKE),-,57,0 responses,https://medium.com/swlh/deploying-fully-functional-gitea-on-google-kubernetes-engine-gke-c4134e13cc2e?source=collection_archive---------24-----------------------
07/11/2020,https://medium.com/@rahulthakursingh,5 min read,How This Billion Dollar Salad Company Took Branding to the Next Level,Through music festivals…,126,1 response,https://medium.com/swlh/how-this-billion-dollar-salad-company-took-branding-to-the-next-level-ffe8628e6380?source=collection_archive---------25-----------------------
07/11/2020,https://medium.com/@pascaljanetzky,5 min read,Using TFRecords to Train a CNN on MNIST,"A short walkthrough on writing, reading, and using TFRecords.",48,0 responses,https://medium.com/swlh/using-tfrecords-to-train-a-cnn-on-mnist-aec141d65e3d?source=collection_archive---------26-----------------------
07/11/2020,https://medium.com/@brand-yourself-better,10 min read,How to Use Email Marketing to Strengthen Customer Relationships and Increase Sales,-,1K,7 responses,https://medium.com/swlh/how-to-use-email-marketing-to-strengthen-customer-relationships-and-increase-sales-f65305007758?source=collection_archive---------27-----------------------
07/11/2020,https://medium.com/@adebayoiji,5 min read,"Keys to Your Startup’s Success — Stop Building So Much, Start Shipping",-,124,0 responses,https://medium.com/swlh/keys-to-your-startups-success-stop-building-start-shipping-6f9ab450af7?source=collection_archive---------28-----------------------
07/11/2020,https://medium.com/@christinalalay,4 min read,Crack Leetcode 121. Best Time to Buy and Sell Stock,There is a way to make it easy.,3,0 responses,https://medium.com/swlh/crack-leetcode-121-best-time-to-buy-and-sell-stock-f0f53be4e36c?source=collection_archive---------29-----------------------
07/11/2020,https://medium.com/@vasa-digital,12 min read,Find a Good Solution to the Problem,-,52,0 responses,https://medium.com/swlh/find-a-good-solution-to-the-problem-6ef41b51a932?source=collection_archive---------30-----------------------
07/11/2020,https://medium.com/@thayerussell,7 min read,Uber/Lyft Driver on Strike,-,75,1 response,https://medium.com/swlh/uber-lyft-driver-on-strike-b3961477ee89?source=collection_archive---------31-----------------------
07/11/2020,https://medium.com/@thestevenpost,6 min read,The Biggest Lessons I Learned From Making a Major Career Change,-,51,0 responses,https://medium.com/swlh/the-biggest-lessons-i-learned-from-making-a-major-career-change-d64ac3bd9948?source=collection_archive---------32-----------------------
07/11/2020,https://medium.com/@mdcode2021,4 min read,The Operating System,-,103,0 responses,https://medium.com/swlh/the-operating-system-d2fe86842971?source=collection_archive---------33-----------------------
07/11/2020,https://medium.com/@createwithflow,13 min read,Code We Trust,"A detailed look at the syntax of animation code, the architecture of good projects…",113,0 responses,https://medium.com/swlh/code-we-trust-5cae93e24215?source=collection_archive---------34-----------------------
07/11/2020,https://medium.com/@parnabsanyal,4 min read,Implement SSE Through Vanilla NodeJS,-,98,0 responses,https://medium.com/swlh/implement-sse-through-vanilla-nodejs-8b38cf20b7e0?source=collection_archive---------35-----------------------
07/11/2020,https://medium.com/@uthpala-isiru,4 min read,Migrations Over Synchronize in TypeORM,-,174,0 responses,https://medium.com/swlh/migrations-over-synchronize-in-typeorm-2c66bc008e74?source=collection_archive---------36-----------------------
07/11/2020,https://medium.com/@synthiasatkuna,4 min read,Boosting Confidence at Your New Job,Validation From an Aspiring Therapist (and Former HR),1.8K,11 responses,https://medium.com/swlh/boosting-confidence-at-your-new-job-2d44dc17523f?source=collection_archive---------37-----------------------
07/11/2020,https://medium.com/@becca.vibert,5 min read,Empowering First Time Product Managers,How to give first time product managers the best start,118,0 responses,https://medium.com/swlh/empowering-first-time-product-managers-e42a1c1d33a8?source=collection_archive---------38-----------------------
07/11/2020,https://medium.com/@namithadeshpande,7 min read,Regression Modeling in R (Part 1),A guide to Simple Linear Regression,53,1 response,https://medium.com/swlh/regression-modeling-in-r-part-1-975c753555b2?source=collection_archive---------39-----------------------
07/11/2020,https://medium.com/@sasqia,3 min read,A Letter To: Legacy,"A letter to legacy and a dear mentor, by a youngling in a man’s man’s world.",161,1 response,https://medium.com/swlh/a-letter-to-legacy-ce12fb97612?source=collection_archive---------40-----------------------
07/11/2020,https://medium.com/@danielbrotzel,3 min read,Copywriting Jargon-Buster,Breaking into copywriting work? Then you might find this guide to some of…,132,0 responses,https://medium.com/swlh/copywriting-jargon-buster-9c29063164c2?source=collection_archive---------41-----------------------
07/11/2020,https://medium.com/@rekhavsrh,4 min read,Simple Linear Regression,-,100,0 responses,https://medium.com/swlh/simple-linear-regression-ea0b8a5bb908?source=collection_archive---------42-----------------------
07/11/2020,https://medium.com/@braininabox,13 min read,Can Neural Networks Fly?,For centuries people have been staring at the stars. Is that possible for…,86,0 responses,https://medium.com/swlh/can-neural-networks-fly-16ca829872af?source=collection_archive---------43-----------------------
07/11/2020,https://medium.com/@vvkr,4 min read,Facts and Possibilities With the “Right-to-Repair” Measure,Understanding the basics of data emitted by…,25,0 responses,https://medium.com/swlh/facts-and-possibilities-with-the-right-to-repair-measure-6165a8176a04?source=collection_archive---------44-----------------------
07/11/2020,https://medium.com/@advai,4 min read,Tricking the Trade,-,43,0 responses,https://medium.com/swlh/tricking-the-trade-4faadd211113?source=collection_archive---------45-----------------------
07/11/2020,https://medium.com/@jakub-kozak,2 min read,Deploy Your React App for Free Without Difficulty,How to deploy a React app to GitHub Pages in no time,90,0 responses,https://medium.com/swlh/deploy-your-react-app-for-free-without-difficulty-5750630ed9ef?source=collection_archive---------46-----------------------
07/11/2020,https://medium.com/@rhnyewale,10 min read,Introduction to Deep Learning Using Keras and Tensorflow — Part2,Part 1 —…,42,0 responses,https://medium.com/swlh/introduction-to-deep-learning-using-keras-and-tensorflow-part2-284746ab4442?source=collection_archive---------47-----------------------
07/09/2020,https://medium.com/@jackywang135,8 min read,4 Lessons From My 4 Years at Instagram & Facebook as a Software Engineer,-,5.6K,21 responses,https://medium.com/swlh/4-lessons-from-my-4-years-at-facebook-instagram-as-a-software-engineer-cc0b7c18678?source=collection_archive---------0-----------------------
07/09/2020,https://medium.com/@janicebae,4 min read,Has Dan Bilzerian Been Lying This Whole Time?,Our society’s worship of a “self-made” playboy reveals…,5.4K,57 responses,https://medium.com/swlh/has-dan-bilzerian-been-lying-this-whole-time-479a59975826?source=collection_archive---------1-----------------------
07/09/2020,https://medium.com/@spathania08,4 min read,Don’t Choose Python as Your First Programming Language,-,470,43 responses,https://medium.com/swlh/dont-choose-python-as-your-first-programming-language-bdb7a1e03946?source=collection_archive---------2-----------------------
07/09/2020,https://medium.com/@ludwiguer,6 min read,Why I Switched From Android to iPhone and Will Never Go Back,At least not in the near future,867,6 responses,https://medium.com/swlh/why-i-switched-from-android-to-iphone-and-will-never-go-back-c1946e91bdb8?source=collection_archive---------3-----------------------
07/09/2020,https://medium.com/@defrian.yarfi,4 min read,JWT (JSON Web Tokens) User Authentication in Next.js Web Application,A Practical Guide for JWT (JSON…,166,0 responses,https://medium.com/swlh/jwt-json-web-tokens-user-authentication-in-next-js-web-application-51deab8f2e96?source=collection_archive---------4-----------------------
07/09/2020,https://medium.com/@rohitky,5 min read,How to Get the Current Location Through the Android Application in Kotlin and Then Save the Longitude and Latitude in…,-,160,1 response,https://medium.com/swlh/how-to-get-the-current-location-through-the-android-application-in-kotlin-and-then-save-the-e3a977059f15?source=collection_archive---------5-----------------------
07/09/2020,https://medium.com/@ibrahimjelliti,7 min read,My Take towards CKA & CKAD + September Curriculum Update Tips,-,194,1 response,https://medium.com/swlh/my-take-towards-cka-ckad-september-curriculum-update-tips-ff38e7585447?source=collection_archive---------6-----------------------
07/09/2020,https://medium.com/@just-ten-miles,4 min read,"Angular Observable Stores— or How to Pass Info Between Components, With Encapsulation.",-,200,0 responses,https://medium.com/swlh/angular-observable-stores-or-how-to-pass-info-between-components-with-encapsulation-f8aff60c42d1?source=collection_archive---------7-----------------------
07/09/2020,https://medium.com/@alexzitowolf,7 min read,Writing a Front End Component With Vanilla JS,How hard is it actually to write without a front end…,245,4 responses,https://medium.com/swlh/writing-a-front-end-component-with-vanilla-js-8a8fbff56299?source=collection_archive---------8-----------------------
07/09/2020,https://medium.com/@jameld.pro,9 min read,Create a Dictionary From a List,That One Thing,51,0 responses,https://medium.com/swlh/create-a-dictionary-from-a-list-65742246ab4b?source=collection_archive---------9-----------------------
07/09/2020,https://medium.com/@tomergarber,9 min read,Apache NiFi — The IOPS Problem,A new architecture for reducing IOPS significantly while boosting its…,687,1 response,https://medium.com/swlh/apache-nifi-the-iops-problem-2974d21eb67c?source=collection_archive---------10-----------------------
07/09/2020,https://medium.com/@kenza-bouhaj,6 min read,Mapping EdTech Investments in 2020: Where Did the Money Go?,-,480,1 response,https://medium.com/swlh/mapping-edtech-investments-in-2020-where-did-the-money-go-ac55dc737918?source=collection_archive---------11-----------------------
07/09/2020,https://medium.com/@thiago-bernardes-carvalho,6 min read,Going Further With Python Visuals in Power BI,"How to use Python, Scipy, and Matplotlib in your Power…",241,0 responses,https://medium.com/swlh/going-further-with-python-visuals-in-power-bi-a46280a1dfd9?source=collection_archive---------12-----------------------
07/09/2020,https://medium.com/@megtechcorner,6 min read,An Introduction to Facebook’s System Architecture: Social Graph and TAO,How your social media data on…,59,0 responses,https://medium.com/swlh/an-introduction-to-facebooks-system-architecture-47cfcf597101?source=collection_archive---------13-----------------------
07/09/2020,https://medium.com/@daveson,2 min read,How to Use View Binding in RecyclerView Adapter,-,268,2 responses,https://medium.com/swlh/how-to-use-view-binding-in-recyclerview-adapter-f818b96c678a?source=collection_archive---------14-----------------------
07/09/2020,https://medium.com/@sougatc91,4 min read,3 Things You Should Know Before Transitioning Into Product Management,-,32,0 responses,https://medium.com/swlh/3-things-you-should-know-before-transitioning-into-product-management-9690117522d5?source=collection_archive---------15-----------------------
07/09/2020,https://medium.com/@singhsukhpinder,5 min read,Fluent Interface Design Pattern,C# CONCEPTS,170,0 responses,https://medium.com/swlh/fluent-interface-design-pattern-17eb43ee0a4b?source=collection_archive---------16-----------------------
07/09/2020,https://medium.com/@rdeprey,9 min read,Use MQTT to Share Sensor Data Among Multiple Devices,You can  use MQTT and its pub/sub architecture to…,47,0 responses,https://medium.com/swlh/use-mqtt-to-share-sensor-data-among-multiple-devices-bc82d1a44ea4?source=collection_archive---------17-----------------------
07/09/2020,https://medium.com/@mlwhiz,9 min read,Why Do Machine Learning Projects Fail?,Think ahead to production so that you don’t let your machine…,114,1 response,https://medium.com/swlh/why-do-machine-learning-projects-fail-9fefb287a66d?source=collection_archive---------18-----------------------
07/09/2020,https://medium.com/@eyuelwoldemichael,4 min read,Create an Interactive Location Selector With Vue.js and Leaflet,-,59,0 responses,https://medium.com/swlh/create-an-interactive-location-selector-with-vue-js-and-leaflet-5808c55b4636?source=collection_archive---------19-----------------------
07/09/2020,https://medium.com/@royalstream,4 min read,"Using Local Swift Packages in Xcode, Without Making Them Git repos.",-,66,0 responses,https://medium.com/swlh/using-local-swift-packages-in-xcode-without-making-them-git-repos-3aa046cc222c?source=collection_archive---------20-----------------------
07/09/2020,https://medium.com/@ckakos,5 min read,React JS: Passing Props,-,54,0 responses,https://medium.com/swlh/react-js-passing-props-a65bb5200891?source=collection_archive---------21-----------------------
07/09/2020,https://medium.com/@andreigridnev,13 min read,A Step-by-Step Guide to Launching an API Product,Engineering Management,64,0 responses,https://medium.com/swlh/a-pragmatic-guide-to-building-and-launching-an-api-product-3f68d54937e4?source=collection_archive---------22-----------------------
07/09/2020,https://medium.com/@bithika-mehra,5 min read,How Simpson’s Paradox Could Impact A/B Tests,-,62,1 response,https://medium.com/swlh/how-simpsons-paradox-could-impact-a-b-tests-4d00a95b989b?source=collection_archive---------23-----------------------
07/09/2020,https://medium.com/@federicojordn,7 min read,SimpleRTApp: Using APN to Send iOS Pushes From a Node.js API,-,115,0 responses,https://medium.com/swlh/simplertapp-using-apn-to-send-ios-pushes-from-a-node-js-api-c01fec726cc?source=collection_archive---------24-----------------------
07/09/2020,https://medium.com/@mgcodesandstats,5 min read,Forecasting an Intermittent Time Series,Use of tsintermittent in R,83,0 responses,https://medium.com/swlh/forecasting-an-intermittent-time-series-1461de7616fe?source=collection_archive---------25-----------------------
07/09/2020,https://medium.com/@zhiyao92,3 min read,SwiftUI: LazyVGrid,-,119,0 responses,https://medium.com/swlh/swiftui-lazyvgrid-b8e933a1c9a0?source=collection_archive---------26-----------------------
07/09/2020,https://medium.com/@jaroslaw.marek,7 min read,White Label Web App With ReactJS and Webpack,"Build multiple, differently branded apps from one codebase",71,0 responses,https://medium.com/swlh/white-label-web-app-with-reactjs-and-webpack-bb3a94a83fe6?source=collection_archive---------27-----------------------
07/09/2020,https://medium.com/@nickrafferty78,11 min read,Apache Spark Is Fun,-,782,0 responses,https://medium.com/swlh/apache-spark-is-fun-eadcaf141c02?source=collection_archive---------28-----------------------
07/09/2020,https://medium.com/@saharmor,4 min read,Can GPT-3 Build a GPT-3 App?,Automating the human intuition of crafting prompts,102,0 responses,https://medium.com/swlh/can-gpt-3-build-a-gpt-3-app-dc4d17a5b351?source=collection_archive---------29-----------------------
07/09/2020,https://medium.com/@chris.brownlie,7 min read,What Does Facebook Actually Know About Me?,"Using Data Science to investigate the 7,500 files of data…",104,0 responses,https://medium.com/swlh/what-does-facebook-actually-know-about-me-5b0cb8cf609?source=collection_archive---------30-----------------------
07/09/2020,https://medium.com/@nushratr21,18 min read,"In New York City, Bangladeshi Immigrants Run Dunkin’",-,121,1 response,https://medium.com/swlh/in-new-york-city-bangladeshi-immigrants-run-dunkin-d7578ace7b01?source=collection_archive---------31-----------------------
07/09/2020,https://medium.com/@tinurohith18,3 min read,HyperParameter Tuning — Hyperopt Bayesian Optimization for (Xgboost and Neural Network),-,3,1 response,https://medium.com/swlh/hyperparameter-tuning-hyperopt-bayesian-optimization-for-xgboost-and-neural-network-434917d53e58?source=collection_archive---------32-----------------------
07/09/2020,https://medium.com/@alfari,4 min read,How Do I Make Pagination With GraphQL Dataloader,-,105,0 responses,https://medium.com/swlh/how-do-i-make-pagination-with-graphql-dataloader-78c1afa8fdcf?source=collection_archive---------33-----------------------
07/09/2020,https://medium.com/@msaadashfaq,9 min read,"Learning, Unlearning, and Machine Learning",A 15 minutes crash course on machine learning for busy…,54,0 responses,https://medium.com/swlh/learning-unlearning-and-machine-learning-bcb55962eaac?source=collection_archive---------34-----------------------
07/09/2020,https://medium.com/@gaogaotiantian,6 min read,All Python Debugging Tools You Need to Know in 2020,-,9,0 responses,https://medium.com/swlh/all-python-debugging-tools-you-need-to-know-in-2020-e3ff66b8f318?source=collection_archive---------35-----------------------
07/09/2020,https://medium.com/@jaly6983,7 min read,3 Things to Ask Yourself About Your Writing Besides “Is It Good?”,-,292,0 responses,https://medium.com/swlh/3-things-to-ask-yourself-about-your-writing-besides-is-it-good-4a86d6c51438?source=collection_archive---------36-----------------------
07/09/2020,https://medium.com/@solegaonkar,13 min read,Clear the Clutter on Xiaomi,-,50,0 responses,https://medium.com/swlh/lineageos-on-xiaomi-e73e88964c14?source=collection_archive---------37-----------------------
07/09/2020,https://medium.com/@rachel_44286,11 min read,How to Build Addictive Products With the Hook Model,‘ Hooked ‘ by Nir Eyal is a must read if you want…,139,0 responses,https://medium.com/swlh/how-to-build-addictive-products-with-the-hook-model-9c80256250b7?source=collection_archive---------38-----------------------
07/09/2020,https://medium.com/@philsturgeon,13 min read,There’s No Reason to Write OpenAPI By Hand,-,87,0 responses,https://medium.com/swlh/theres-no-reason-to-write-openapi-by-hand-ebc884b8a522?source=collection_archive---------39-----------------------
07/09/2020,https://medium.com/@arpitconnect,5 min read,Computer Networking -Most Asked Interview Topics,-,73,1 response,https://medium.com/swlh/computer-networking-most-asked-interview-topics-e6637e468aff?source=collection_archive---------40-----------------------
07/09/2020,https://medium.com/@nwillc,3 min read,GitHub Actions for Go,-,90,0 responses,https://medium.com/swlh/github-actions-for-go-b9830441e70d?source=collection_archive---------41-----------------------
07/09/2020,https://medium.com/@robertroybritt,8 min read,How I Get Lots of Good-Paying Freelance Journalism Work,The secret: I think like an editor,149,0 responses,https://medium.com/swlh/how-i-get-lots-of-good-paying-freelance-journalism-work-ce379ccefa73?source=collection_archive---------42-----------------------
07/09/2020,https://medium.com/@moritz.kleinsorge,8 min read,Le Romain du Roi,Part 5 of 9 / Corporate Typefaces by Moritz Kleinsorge,51,0 responses,https://medium.com/swlh/le-romain-du-roi-b65d708533d5?source=collection_archive---------43-----------------------
07/09/2020,https://medium.com/@jyssicaschwartz,6 min read,How Do Freelancers Get Paid?,Like how do they actually ask for and receive MONEY??,162,1 response,https://medium.com/swlh/how-do-freelancers-get-paid-24da9ffd9e02?source=collection_archive---------44-----------------------
07/09/2020,https://medium.com/@osritmos,7 min read,Writing Kick-Ass User Stories,5 easy steps to better stories.,54,0 responses,https://medium.com/swlh/writing-kick-ass-user-stories-f58641d49cb1?source=collection_archive---------45-----------------------
07/09/2020,https://medium.com/@naterutan,5 min read,-,-,50,0 responses,https://medium.com/swlh/how-i-passed-shopifys-automated-app-submission-testing-with-cookieless-jwt-auth-dcb564c1496b?source=collection_archive---------46-----------------------
07/09/2020,https://medium.com/@diegospm,2 min read,Combining Data Structure With Algorithm for Clean Code in PHP,The concept of data structure and…,116,0 responses,https://medium.com/swlh/combining-data-structure-with-algorithm-for-clean-code-in-php-684c2f44223d?source=collection_archive---------47-----------------------
07/09/2020,https://medium.com/@agrimchopra90,9 min read,"The What, How and Why of the Open Source Community in Programming",-,487,1 response,https://medium.com/swlh/the-what-how-and-why-of-the-open-source-community-in-programming-10b7925cf66d?source=collection_archive---------48-----------------------
07/09/2020,https://medium.com/@earthctzn1,9 min read,How to Test With Jest,Testing React components using Jest and React-Testing-Library.,130,0 responses,https://medium.com/swlh/how-to-testwith-jest-bfdb9bd40d86?source=collection_archive---------49-----------------------
07/09/2020,https://medium.com/@matheusroleal,7 min read,How a Blockchain Based System Can Help on Election Reliability,-,68,0 responses,https://medium.com/swlh/how-a-blockchain-based-system-can-help-on-election-reliability-a27edb67fd7c?source=collection_archive---------50-----------------------
07/09/2020,https://medium.com/@somedudesays,9 min read,The Curse of Blue Collar IT,"The Wild West days of tech are over for most of us. Now, it’s all about…",56,0 responses,https://medium.com/swlh/the-curse-of-blue-collar-it-853db9be5dcc?source=collection_archive---------51-----------------------
07/09/2020,https://medium.com/@chakrvyuh,6 min read,The PM’s Guide to Working With Engineers,Hard Skills for Product Managers in the build phase,52,0 responses,https://medium.com/swlh/the-pms-guide-to-working-with-engineers-a6bedcd45270?source=collection_archive---------52-----------------------
07/09/2020,https://medium.com/@jorjyeah,3 min read,Dealing With Duplicated Data and Affected Cell in UITableViewCell,-,51,0 responses,https://medium.com/swlh/dealing-with-duplicated-data-and-affected-cell-in-uitableviewcell-bcb18903873b?source=collection_archive---------53-----------------------
07/09/2020,https://medium.com/@mark-s-cleverley,7 min read,How Does Our Brain Understand Graphs?,deriving network encodings from evolution,73,0 responses,https://medium.com/swlh/how-does-our-brain-understand-graphs-4064c3b7140d?source=collection_archive---------54-----------------------
07/09/2020,https://medium.com/@kelvinyu1117,7 min read,Computer Architecture Essentials — Part I: Performance Evaluation,-,54,0 responses,https://medium.com/swlh/computer-architecture-essentials-part-i-performance-evaluation-2dbdfd6ee020?source=collection_archive---------55-----------------------
07/09/2020,https://medium.com/@mannyvallarino,12 min read,Lessons in Writing from My Literary Grandmother,Dedicated to my grandmother,217,0 responses,https://medium.com/swlh/lessons-in-writing-from-my-literary-grandmother-b6ae04fd5e72?source=collection_archive---------56-----------------------
07/09/2020,https://medium.com/@cppcodingzen,4 min read,The Lazy Bartender,Programming Interview Question at Amazon,50,0 responses,https://medium.com/swlh/the-lazy-bartender-4c9af7e333a8?source=collection_archive---------57-----------------------
07/09/2020,https://medium.com/@developingjen,4 min read,Lessons in Inclusive Leadership,-,141,2 responses,https://medium.com/swlh/a-lesson-in-inclusive-leadership-f6776f2d0db8?source=collection_archive---------58-----------------------
07/09/2020,https://medium.com/@desai.krupa,10 min read,Starting Out With React,-,85,0 responses,https://medium.com/swlh/a-beginners-guide-to-react-4b1758e6f9c9?source=collection_archive---------59-----------------------
07/09/2020,https://medium.com/@christianvasile,4 min read,How Visual Design Can Lead to Better Business Outcomes,-,54,0 responses,https://medium.com/swlh/how-visual-design-can-lead-to-better-business-outcomes-d93eb0d6a6?source=collection_archive---------60-----------------------
07/09/2020,https://medium.com/@thedrlambda,5 min read,CLI Architecture in NodeJS,Software Craftmanship,45,0 responses,https://medium.com/swlh/cli-architecture-in-nodejs-852e95773403?source=collection_archive---------61-----------------------
07/09/2020,https://medium.com/@cyrilleton,13 min read,Online Grocery Shopping and the Psychology of Choice,A UX case study on how a little nudge to help…,66,0 responses,https://medium.com/swlh/online-grocery-shopping-and-the-psychology-of-choice-ca7cc90093b3?source=collection_archive---------62-----------------------
07/09/2020,https://medium.com/@katmetax,9 min read,How WWII Shaped Modern Day Advertising,How a deal struck by Churchill and Roosevelt in the 1940s was…,104,2 responses,https://medium.com/swlh/how-wwii-shaped-modern-day-advertising-614fc9f9c8a2?source=collection_archive---------63-----------------------
07/09/2020,https://medium.com/@weberwong,5 min read,Data Personhood,How to solve the wealth transfer from the average person to Big Tech feudal lords,52,0 responses,https://medium.com/swlh/data-personhood-f1c0cf519633?source=collection_archive---------64-----------------------
07/09/2020,https://medium.com/@katenorton,9 min read,Everything You Ever Wanted to Know About JS Functions But Didn’t Have the Time to Ask,-,80,0 responses,https://medium.com/swlh/everything-you-ever-wanted-to-know-about-js-functions-but-didnt-have-the-time-to-ask-f9a52843b357?source=collection_archive---------65-----------------------
07/09/2020,https://medium.com/@katendeglory,5 min read,Understanding Abstraction in Computer Science (Part 1),-,100,0 responses,https://medium.com/swlh/programming-is-abstracting-part-1-7e7b2fb09854?source=collection_archive---------66-----------------------
07/09/2020,https://medium.com/@kirimaandrew,5 min read,Why New and Future College Graduates Should Consider Entrepreneurship,We need more people making stuff. Tips for getting started on your entrepreneurial endeavor.,431,4 responses,https://medium.com/swlh/why-new-or-future-college-graduates-should-consider-entrepreneurship-b12243524003?source=collection_archive---------67-----------------------
07/09/2020,https://medium.com/@thebinaryrealm,5 min read,Writing CSS the Easy Way | Easy Front End,If you have just started writing CSS codes it’s highly…,51,1 response,https://medium.com/swlh/writing-css-the-easy-way-easy-front-end-49b250f12f9a?source=collection_archive---------68-----------------------
07/09/2020,https://medium.com/@ryan-zheng,4 min read,Work Stealing Distilled,"Before talking about Work Stealing, we need to talk about task management. We…",50,0 responses,https://medium.com/swlh/work-stealing-distilled-d2ed86d3065d?source=collection_archive---------69-----------------------
07/09/2020,https://medium.com/@basile.earthobservation,5 min read,How to Build a Climatic Map in 30 Lines of Code?,Knowing the climate of a region / a country could be…,53,0 responses,https://medium.com/swlh/how-to-build-a-climatic-map-in-30-lines-of-code-fcba6ce090d5?source=collection_archive---------70-----------------------
07/09/2020,https://medium.com/@friskovec.miha,7 min read,What to Comment And When — Write Better Code,Knowing what to comment.,58,0 responses,https://medium.com/swlh/what-to-comment-and-when-write-better-code-2451f9af08e4?source=collection_archive---------71-----------------------
07/09/2020,https://medium.com/@rahultripathidev,4 min read,Using AWS Lambda[1] — Setup,-,57,0 responses,https://medium.com/swlh/using-aws-lambda-1-setup-820f794d4d1c?source=collection_archive---------72-----------------------
07/09/2020,https://medium.com/@atufashireen,4 min read,Implement CRUD in Our Django App,Part-14,59,0 responses,https://medium.com/swlh/implement-crud-in-our-django-app-1c9109591f0c?source=collection_archive---------73-----------------------
07/09/2020,https://medium.com/@sb7108,5 min read,Tracking the Return of Travel and Hospitality,A look at the present and future of airlines and hotels,82,0 responses,https://medium.com/swlh/tracking-the-return-of-travel-and-hospitality-78684f9a1649?source=collection_archive---------74-----------------------
07/09/2020,https://medium.com/@mouhadiouf,9 min read,How to Use Redux With React: A Step By Step Guide,-,65,0 responses,https://medium.com/swlh/how-to-use-redux-with-react-a-step-by-step-guide-1cca75c6397a?source=collection_archive---------75-----------------------
07/09/2020,https://medium.com/@rodolfohansen,5 min read,Show Me the Laws,-,69,0 responses,https://medium.com/swlh/show-me-the-laws-788323f5dd81?source=collection_archive---------76-----------------------
07/09/2020,https://medium.com/@shawngrover,4 min read,Automating Office Management With Node — #1,-,53,0 responses,https://medium.com/swlh/automating-office-management-with-node-1-84096db9974c?source=collection_archive---------77-----------------------
07/09/2020,https://medium.com/@rnd4impact,5 min read,5G and Its Obstacles,Is 5G really ready?,63,2 responses,https://medium.com/swlh/5g-and-its-obstacles-741bb8db7d6f?source=collection_archive---------78-----------------------
07/09/2020,https://medium.com/@joshtaylor361,7 min read,NLP From the Underground Part I,A sentiment analysis of Fyodor Dostoevsky’s greatest novels,52,0 responses,https://medium.com/swlh/nlp-from-the-underground-part-i-7d5cac2cbb8a?source=collection_archive---------79-----------------------
07/09/2020,https://medium.com/@tareq.ali,6 min read,How Data Visualization Is Going to Look Like in the Future,-,49,0 responses,https://medium.com/swlh/how-data-visualization-is-going-to-look-like-in-the-future-dd6c69a4162e?source=collection_archive---------80-----------------------
07/09/2020,https://medium.com/@abdullahimran,3 min read,Object Destructuring in JavaScript,-,51,0 responses,https://medium.com/swlh/object-destructuring-in-javascript-c905fc676501?source=collection_archive---------81-----------------------
07/09/2020,https://medium.com/@yeamusic21,5 min read,"Web Frameworks for Data Scientists, and Why You Should Care.",-,60,0 responses,https://medium.com/swlh/web-frameworks-for-data-scientists-and-why-you-should-care-34fde0916a62?source=collection_archive---------82-----------------------
07/09/2020,https://medium.com/@BrigitteMaillere,6 min read,Business Manager: How to Launch a Machine Learning Project?,9 steps to turn your idea into business…,52,0 responses,https://medium.com/swlh/business-manager-how-to-launch-a-machine-learning-project-3b75a42ddb6a?source=collection_archive---------83-----------------------
07/09/2020,https://medium.com/@coretheory,4 min read,How to Add a Masonry Gallery With CSS (and Ruby on Rails) the Basic Way,-,50,0 responses,https://medium.com/swlh/how-to-add-a-masonry-gallery-with-css-and-ruby-on-rails-the-basic-way-a7011e034afa?source=collection_archive---------84-----------------------
